不正アクセス禁止法において，不正アクセス行為に該当するものはどれか。,4,会社の重要情報にアクセスし得る者が株式発行の決定を知り，情報の公表前に当該会社の株を売買した。,コンピュータウイルスを作成し，他人のコンピュータの画面表示をでたらめにする被害をもたらした。,自分自身で管理運営するホームページに，昨日の新聞に載った報道写真を新聞社に無断で掲載した。,他人の利用者ID，パスワードを許可なく利用して，アクセス制御機能によって制限されているWebサイトにアクセスした。,平成23年特別 午前問80
特許法による保護の対象となるものはどれか。,1,自然法則を利用した技術的思想の創作のうち高度なもの,思想又は感情を創作的に表現したもの,物品の形状，構造又は組合せに係る考案,物品の形状，模様又は色彩など，視覚を通じて美感を起こさせるもの,平成23年特別 午前問79
著作権法に照らして適法な行為はどれか。,2,ある自社製品のパンフレットで使用しているスポーツ選手の写真を，撮影者に無断で，ほかの自社製品のパンフレットに使用する。,経済白書の記載内容を説明の材料として，出所を明示してWebページに転載する。,新聞の写真をスキャナで取り込んで，提案書に記載する。,ユーザ団体の研究会のように限られた対象者に対し，雑誌の記事をコピーして配布する。,平成23年特別 午前問78
売上総利益の計算式はどれか。,1,売上高－売上原価,売上高－売上原価－販売費及び一般管理費,売上高－売上原価－販売費及び一般管理費＋営業外損益,売上高－売上原価－販売費及び一般管理費＋営業外損益＋特別損益,平成23年特別 午前問77
ABC分析を適用する事例はどれか。,2,顧客が買物をしたときの購入商品の組合せを把握したい。,商品ごとの販売金額や粗利益額から，売れ筋商品を把握したい。,商品の品切れを起こさないように，きめ細かな販売見込数量を把握したい。,地域ごとのオピニオンリーダにアンケート調査を行い，市場ニーズを把握したい。,平成23年特別 午前問74
EDIを説明したものはどれか。,3,OSI基本参照モデルに基づく電子メールサービスの国際規格であり，メッセージの生成・転送・処理に関する総合的なサービスである。,ネットワーク内で伝送されるデータを蓄積したり，データのフォーマットを変換したりするサービスなど，付加価値を加えた通信サービスである。,ネットワークを介して，商取引のためのデータをコンピュータ(端末を含む)間で標準的な規約に基づいて交換することである。,発注情報をデータエントリ端末から入力することによって，本部又は仕入先に送信し，発注を行うシステムである。,平成23年特別 午前問72
電子自治体において，GtoBに該当するものはどれか。,2,自治体内で電子決裁や電子公文書管理を行う。,自治体の利用する物品や資材の電子調達，電子入札を行う。,住民基本台帳ネットワークによって，自治体間で住民票データを送受信する。,住民票や戸籍謄本，婚姻届，パスポートなどを電子申請する。,平成23年特別 午前問70
小売業におけるフランチャイズチェーンを説明したものはどれか。,4,卸売業者が主導し，多数の小売業者が自発的に参加して，それぞれの独立性を保ちながら共同化の利点を生かす運営を行う組織形態である。,多数の小売業者が主宰して設立する共同仕入や共同在庫管理，共同商品開発などを行う運営組織形態である。,地域開発事業によって計画的に形成された商業集積地域内に，集中して出店する組織形態である。,本部が加盟店に対し，一定の対価を徴収して商標や標識の使用権を与え，経営指導や援助をして，販売活動をさせる組織形態である。,平成23年特別 午前問69
SFA(Sales Force Automation)の基本機能の一つであるコンタクト管理について説明しているものはどれか。,3,営業担当者からの問合せに対して迅速に回答することによって，営業効率を高める。,顧客への対応を営業担当者が個別に行うのではなく，営業組織全体で行うことによって受注率を向上させる。,顧客訪問日，営業結果などの履歴を管理し，見込客や既存客に対して効果的な営業活動を行う。,個人レベルで蓄積している営業テクニックを洗い出して共有化し，営業部門全体のレベル向上を図る。,平成23年特別 午前問68
SWOT分析を説明したものはどれか。,2,企業の財務諸表を基に，収益性及び安全性を分析する手法である。,経営戦略を立てるために，自社の強みと弱み，機会と脅威を分析する手法である。,自社製品・サービスの市場での位置付けや評価を明らかにする手法である。,自社製品の価格設定のために，市場での競争力を分析する手法である。,平成23年特別 午前問66
情報システムの調達の際に作成されるRFIの説明はどれか。,1,システム化の目的や業務内容などを示し，ベンダに情報の提供を依頼すること,調達対象システムや調達条件などを示し，ベンダに提案書の提出を依頼すること,調達対象システムや調達条件などを示し，ベンダに提案書の提出を依頼すること,発注元と調達先の役割分担などを確認し，契約の締結を依頼すること,平成23年特別 午前問64
共通フレーム2007によれば，企画プロセスで実施することはどれか。,2,運用テスト,システム化計画の立案,システム要件定義,利害関係者要件の定義,平成23年特別 午前問63
BPMの目的はどれか。,1,企業の業務プロセスの継続的な改善,企業の経営資源の有効活用,企業の顧客情報の管理，分析,企業の情報資源の分析，有効活用,平成23年特別 午前問62
エンタープライズアーキテクチャの"四つの分類体系"に含まれるアーキテクチャは，ビジネスアーキテクチャ，テクノロジアーキテクチャ，アプリケーションアーキテクチャともう一つはどれか。,3,システムアーキテクチャ,ソフトウェアアーキテクチャ,データアーキテクチャ,バスアーキテクチャ,平成23年特別 午前問61
システム監査で実施するヒアリングに関する記述のうち，適切なものはどれか。,2,監査対象業務に精通した被監査部門の管理者の中からヒアリングの対象者を選ぶ。,ヒアリングで被監査部門から得た情報を裏付けるための文書や記録を入手するよう努める。,ヒアリングの中で気が付いた不備事項について，その場で被監査部門に改善を指示する。,複数人でヒアリングを行うと記録内容に相違が出ることがあるので，1人のシステム監査人が行う。,平成23年特別 午前問60
システム監査の実施体制に関する記述のうち，適切なものはどれか。,1,監査依頼者が監査報告に基づく改善指示を行えるように，システム監査人は監査結果を監査依頼者に報告する。,業務監査の一部として情報システムの監査を行う場合には，利用部門のメンバによる監査チームを編成して行う。,システム監査人がほかの専門家の支援を受ける場合には，支援の範囲，方法，監査結果の判断などは，ほかの専門家の責任において行う。,情報システム部門における開発の状況の監査を行う場合は，開発内容を熟知した情報システム部門員による監査チームを編成して行う。,平成23年特別 午前問59
"システム管理基準"にいうシステムライフサイクルはどれか。,1,企画，開発，運用，保守,計画，実行，点検，改善,構築，運用，評価，監査,設計，開発，製造，試験,平成23年特別 午前問58
ITサービスマネジメントの活動のうち，インシデント管理として行うものはどれか。,4,サービスデスクに対する顧客満足度が，サービスレベルの要求を満たしているかどうかを評価する。,ディスクの空き容量がしきい値に近づいたので，対策を検討する。,プログラム変更を行った場合の影響度を調査する。,利用者からの障害報告に対し，既知のエラーに該当するかどうかを照合する。,平成23年特別 午前問56
データのバックアップに関する記述のうち，適切なものはどれか。,3,バックアップからの復旧時間を最短にするために，差分バックアップ方式を採用する。,バックアップからの復旧処理でランダムアクセスを可能にするために，磁気テープにバックアップする。,バックアップしたデータの整合性を保証するために，バックアップ処理と業務処理が重ならないようにスケジューリングする。,バックアップ処理の時間を最短にするために，同一記憶媒体内にバックアップする。,平成23年特別 午前問55
品質問題を解決するために図を作成して原因の傾向を分析したところ，全体の80%以上が少数の原因で占められていることが判明した。作成した図はどれか。,4,管理図,散布図,特性要因図,パレート図,平成23年特別 午前問54
ウォータフォール型のソフトウェア開発において，運用テストで発見された誤りの修復に要するコストに関する記述のうち，適切なものはどれか。,1,外部設計の誤りは，プログラムだけでなく，マニュアルなどにも影響を与えるので，コーディングの誤りに比べて修復コストは高い。,コーディングの誤りは，修復のための作業範囲がその後の全工程に及ぶので，要求定義の誤りに比べて修復コストは高い。,テストケースの誤りは，テストケースの修正とテストのやり直しだけでは済まないので，外部設計の誤りに比べて修復コストは高い。,内部設計の誤りは，設計レビューによってほとんど除去できるので，もし発見されでも，コーディングの誤りに比べて修復コストは安い。,平成23年特別 午前問53
ファンクションポイント法の説明はどれか。,3,開発するプログラムごとのステップ数を積算し，開発規模を見積もる。,開発プロジェクトで必要な作業のWBSを作成し，各作業の工数を見積もる。,外部入出力や内部論理ファイル，照会，インタフェースなどの個数や特性などから開発規模を見積もる。,過去の類似例を探し，その実績と差異などを分析評価して開発規模を見積もる。,平成23年特別 午前問52
ソフトウェア開発において，構成管理に起因しない問題はどれか。,2,開発者が定められた改版手続に従わずにプログラムを修正したので，今まで動作していたプログラムが不正な動作をする。,システムテストにおいて，単体テストレベルのバグが多発して，開発が予定どおり進捗しない。,仕様書，設計書及びプログラムの版数が対応付けられていないので，プログラム修正時にソースプログラムを解析しないと，修正すべきプログラムが特定できない。,一つのプログラムから多数の派生プログラムが作られているが，派生元のプログラム修正がすべての派生プログラムに反映されない。,平成23年特別 午前問50
ホワイトボックステストの説明として，適切なものはどれか。,3,外部仕様に基づいてテストデータを作成する。,同値分割の技法を使用してテストデータを作成する。,内部構造に基づいてテストデータを作成する。,入力と出力の関係からテストデータを作成する。,平成23年特別 午前問49
オブジェクト指向の特徴はどれか。,4,オブジェクト指向では，抽象化の対象となるオブジェクトに対する操作をあらかじめ指定しなければならない。,カプセル化によって，オブジェクト間の相互依存性を高めることができる。,クラスの変更を行う場合には，そのクラスの上位にあるすべてのクラスの変更が必要となる。,継承という概念によって，モデルの拡張や変更の際に変更箇所を局所化できる。,平成23年特別 午前問48
設計上の誤りを早期に発見することを目的として，作成者と複数の関係者が設計書をレビューする方法はどれか。,1,ウォークスルー,机上デバッグ,トップダウンテスト,並行シミュレーション,平成23年特別 午前問47
E-R図で表せるものはどれか。,1,エンティティ間の関連,エンティティの型とインスタンスの関連,データとプロセスの関連,プロセス間の関連,平成23年特別 午前問46
画像などのディジタルコンテンツが，不正にコピーされて転売されたものであるかを判別できる対策はどれか。,2,タイムスタンプ,電子透かし,電子保存,配達証明,平成23年特別 午前問45
認証デバイスに関する記述のうち，適切なものはどれか。,3,IEEE802.1Xでは，ディジタル証明書や利用者ID，パスワードを格納するUSBキーは，200kバイト以上のメモリを内蔵することを規定している。,安定した大容量の電力を必要とする高度な処理には，接触型ICカードよりも非接触型ICカードの方が適している。,虹(こう)彩認証では，成人には虹彩の経年変化がないので，認証デバイスでのパターン更新がほとんど不要である。,静電容量方式の指紋認証デバイスでは，LED照明を設置した室内において正常に認証できなくなる可能性がある。,平成23年特別 午前問43
非常に大きな数の素因数分解が困難なことを利用した公開鍵暗号方式はどれか。,4,AES,DSA,IDEA,RSA,平成23年特別 午前問42
TCP/IPネットワークで利用されるプロトコルのうち，ホストにリモートログインし，遠隔操作ができる仮想端末機能を提供するものはどれか。,4,FTP,HTTP,SMTP,TELNET,平成23年特別 午前問41
NTP(Network Time Protocol)の用途に関する記述として，最も適切なものはどれか。,2,クライアントサーバシステムでの業務プログラムの応答時間を正確に測定する。,タイムサーバを利用して，ネットワーク上の各PCの時刻を合わせる。,ファイルサーバに格納されている共用ファイルの更新時刻によって，最新かどうかを判断する。,メールサーバで電子メールを受信した時刻を比較して，未読の電子メールを転送する。,平成23年特別 午前問40
DHCPの説明として，適切なものはどれか。,1,IPアドレスの設定を自動化するためのプロトコルである。,ディレクトリサービスにアクセスするためのプロトコルである。,電子メールを転送するためのプロトコルである。,プライベートIPアドレスをグローバルIPアドレスに変換するためのプロトコルである。,平成23年特別 午前問39
LANにおいて，伝送距離を延長するために伝送路の途中でデータの信号波形を増幅・整形して，物理層での中継を行う装置はどれか。,3,スイッチングハブ(レイヤ2スイッチ),ブリッジ,リピータ,ルータ,平成23年特別 午前問38
CSMA/CD方式のLANに接続されたノードの送信動作に関する記述として，適切なものはどれか。,2,各ノードに論理的な順位付けを行い，送信権を順次受け渡し，これを受け取ったノードだけが送信を行う。,各ノードは伝送媒体が使用中かどうかを調べ，使用中でなければ送信を行う。衝突を検出したらランダムな時間経過後に再度送信を行う。,各ノードを環状に接続して，送信権を制御するための特殊なフレームを巡回させ，これを受け取ったノードだけが送信を行う。,タイムスロットを割り当てられたノードだけが送信を行う。,平成23年特別 午前問37
TCP及びUDPのプロトコル処理において，通信相手のアプリケーションを識別するために使用されるものはどれか。,4,MACアドレス,シーケンス番号,プロトコル番号,ポート番号,平成23年特別 午前問36
DBMSが管理するデータ，利用者，プログラムに関する情報，及びそれらの間の関係を保持するデータの集合体はどれか。,2,データウェアハウス,データディクショナリ,データマート,データマイニング,平成23年特別 午前問35
関係データベースにおいて，外部キ一定義を行う目的として，適切なものはどれか。,1,関係する相互のテーブルにおいて，レコード間の参照一貫性が維持される制約をもたせる。,関係する相互のテーブルの格納場所を近くに配置することによって，検索，更新を高速に行う。,障害によって破壊されたレコードを，テーブル間の相互の関係から可能な限り復旧させる。,レコードの削除，追加の繰返しによる，レコード格納エリアの虫食い状態を防止する。,平成23年特別 午前問34
データベースの更新前や更新後の値を書き出して，データベースの更新記録として保存するファイルはどれか。,4,ダンプファイル,チェックポイントファイル,バックアップファイル,ログファイル,平成23年特別 午前問33
Javaのアプリケーションプログラムがデータベースにアクセスするための標準的なAPI(Application Program Interface)はどれか。,3,HTML,JavaVM,JDBC,SQL,平成23年特別 午前問32
ドローソフトを説明したものはどれか。,2,関連する複数の静止画を入力すると，静止画間の差分を順に変化させながら表示していくことで，簡易な動画のように表現することができる。,図形や線などを部品として，始点，方向，長さの要素によって描画していく。また，これらの部品の変形や組合せで効率的に図形を描画していくことができる。,マウスを使ってカーソルを筆先のように動かして，画面上に絵を描いていく。出来上がった絵はビットマップ画像として保管することができる。,文字や静止画データ，動画データ，音声データなど複数の素材をシナリオに沿って編集，配置し，コンテンツに仕上げることができる。,平成23年特別 午前問28
機械式接点の押しボタンスイッチを1回押すことに対して，押してから数ミリ秒の間，複数回のON，OFFが発生する現象はどれか。,3,サンプリング,シェアリング,チャタリング,バッファリング,平成23年特別 午前問26
Javaなどのバイトコードプログラムをインタプリタで実行する方法と，コンパイルしてから実行する方法を，次の条件で比較するとき，およそ何行以上のバイトコードであれば，コンパイル方式の方がインタプリ夕方式よりも処理時間(コンパイル時間も含む)が短くなるか。     〔条件〕     (1):実行時間はプログラムの行数に比例する。     (2):同じ100行のバイトコードのプログラムをインタプリタで実行すると0.2秒掛かり，コンパイルしてから実行すると0.003秒掛かる。     (3):コンパイル時間は100行当たり0.1秒掛かる。     (4):コンパイル方式の場合は，プログラムの行数に関係なくファイル入出力，コンパイラ起動などのために常に0.15秒のオーバヘッドが掛かる。     (5):プログラムファイルのダウンロード時間など，そのほかの時間は無視して考える。,4,50,75,125,155,平成23年特別 午前問23
組込みシステムでリアルタイムOSが用いられる理由として，適切なものはどれか。,2,アプリケーションがハングアップしても，データが失われない。,期待される応答時間内にタスクや割込みを処理するための仕組みが提供される。,グラフイカルなユーザインタフェースを容易に利用できる。,システムのセキュリティが保証される。,平成23年特別 午前問22
LRUアルゴリズムで，ページ置換えの判断基準に用いられる項目はどれか。,1,最後に参照した時刻,最初に参照した時刻,単位時間当たりの参照頻度,累積の参照回数,平成23年特別 午前問21
ページング方式の説明として，適切なものはどれか。,1,仮想記憶空間と実記憶空間を，固定長の領域に区切り，対応づけて管理する方式,主記憶装置の異なった領域で実行できるように，プログラムを再配置する方式,主記憶装置を，同時に並行して読み書き可能な複数の領域に分ける方式,補助記憶装置に，複数のレコードをまとめて読み書きする方式,平成23年特別 午前問20
システムの信頼性設計のうち，フールプルーフを採用した設計はどれか。,1,オペレータが不注意による操作誤りを起こさないように，操作の確認などに配慮した設計,システムの一部に異常や故障が発生したとき，その影響が小さくなるような設計,障害の発生を予防できるように，機器の定期保守を組み入れた運用システムの設計,装置を二重化し，一方が故障してもその装置を切り離してシステムの運用を継続できる設計,平成23年特別 午前問17
コンピュータシステムの構成に関する記述のうち，密結合マルチプロセッサシステムを説明したものはどれか。,3,通常は一方のプロセッサは待機しており，本稼働しているプロセッサが故障すると，待機中のプロセッサに切り替えて処理を続行する。,複数のプロセッサが磁気ディスクを共用し，それぞれ独立したOSで制御される。ジョブ単位で負荷を分散することで処理能力を向上させる。,複数のプロセッサが主記憶を共用し，単一のOSで制御される。システム内のタスクは，基本的にどのプロセッサでも実行できるので，細かい単位で負荷を分散することで処理能力を向上させる。,並列に接続された2台のプロセッサが同時に同じ処理を行い，相互に結果を照合する。1台のプロセッサが故障すると，それを切り離して処理を続行する。,平成23年特別 午前問15
アナログ音声信号を，サンプリング周波数44.1kHzのPCM方式でディジタル録音するとき，録音されるデータ量は何によって決まるか。,4,音声信号の最高周波数,音声信号の最大振幅,音声データの再生周波数,音声データの量子化ビット数,平成23年特別 午前問14
RFIDタグの特徴として，適切なものはどれか。,3,磁性体に記録された情報を接触によって読み取る。,赤外線を用いて情報を非接触で読み取る。,電磁波を用いて情報を非接触で読み取る。,バーコードで記録された情報を光学的に読み取る。,平成23年特別 午前問13
メモリインタリーブの説明はどれか。,4,CPUと磁気ディスク装置との聞に半導体メモリによるデータバッファを設けて，磁気ディスクアクセスの高速化を図る。,主記憶のデータの一部をキャッシュメモリにコピーすることによって、 CPUと主記憶とのアクセス速度のギャップを埋め，メモリアクセスの高速化を図る。,主記憶へのアクセスを高速化するため，アクセス要求，データの読み書き及び後処理が終わってから，次のメモリアクセスの処理に移る。,主記憶を複数の独立したグループに分けて，各グループに交互にアクセスすることによって，主記憶へのアクセスの高速化を図る。,平成23年特別 午前問12
主記憶のアクセス時間60ナノ秒，キャッシュメモリのアクセス時間10ナノ秒のシステムがある。キャッシュメモリを介して主記憶にアクセスする場合の実効アクセス時間が15ナノ秒であるとき，キャッシュメモリのヒット率は幾らか。,4,0.1,0.17,0.83,0.9,平成23年特別 午前問11
外部割込みが発生するものはどれか。,4,仮想記憶管理での，主記憶に存在しないページへのアクセス,システムコール命令の実行,ゼロによる除算,入出力動作の終了,平成23年特別 午前問9
整列アルゴリズムの一つであるクイックソートの記述として，適切なものはどれか。,1,対象集合から基準となる要素を選び，これよりも大きい要素の集合と小さい要素の集合に分割する。この操作を繰り返すことで，整列を行う。,対象集合から最も小さい要素を順次取り出して，整列を行う。,対象集合から要素を順次取り出し，それまでに取り出した要素の集合に順序関係を保つよう挿入して，整列を行う。,隣り合う要素を比較し，逆順であれば交換して，整列を行う。,平成23年特別 午前問8
